[41.46, 60.34, 71.74000000000001, 78.46, 82.72, 86.02, 88.72, 89.62, 89.92, 91.86, 90.88000000000001, 92.12, 92.2, 93.0, 92.97999999999999, 93.47999999999999, 93.88, 93.47999999999999, 93.4, 94.04, 93.82000000000001, 93.22, 93.58, 93.97999999999999, 94.28, 94.36, 94.22, 94.04, 93.97999999999999, 94.46, 98.9, 99.9, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[54.32, 75.22, 84.56, 88.6, 91.0, 92.44, 93.4, 94.38, 94.64, 95.32000000000001, 95.3, 95.56, 95.86, 95.62, 95.96000000000001, 96.12, 96.14, 96.64, 96.5, 96.36, 96.96000000000001, 96.44, 96.6, 96.61999999999999, 96.88, 96.86, 96.89999999999999, 96.39999999999999, 96.8, 96.84, 99.3, 99.92, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[21.08, 43.82, 58.34, 66.75999999999999, 72.56, 76.66, 80.88, 83.02000000000001, 84.46000000000001, 86.32, 87.52, 87.92, 88.02, 88.3, 89.56, 90.74, 89.92, 90.7, 90.32, 90.25999999999999, 91.44, 91.34, 90.88000000000001, 91.72, 91.64, 91.4, 90.66, 91.67999999999999, 91.78, 91.62, 97.7, 99.66000000000001, 99.9, 99.98, 99.98, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[20.48, 35.480000000000004, 48.199999999999996, 59.040000000000006, 64.34, 69.42, 73.96000000000001, 75.86, 77.86, 79.66, 82.44, 83.74000000000001, 84.58, 85.42, 86.0, 86.2, 87.16000000000001, 87.68, 88.18, 88.53999999999999, 87.66000000000001, 89.36, 88.86, 89.62, 88.7, 89.28, 89.14, 89.48, 89.88000000000001, 90.06, 97.7, 99.9, 100.0, 100.0, 100.0, 100.0, 99.98, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[28.26, 45.48, 61.68, 71.39999999999999, 77.46, 82.04, 85.42, 86.7, 87.5, 89.9, 89.86, 90.52, 90.92, 91.5, 92.10000000000001, 91.97999999999999, 92.67999999999999, 92.80000000000001, 92.78, 92.7, 92.58, 93.67999999999999, 93.42, 93.84, 93.76, 93.30000000000001, 92.9, 93.62, 93.72, 93.4, 98.64, 99.98, 99.98, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[32.800000000000004, 50.239999999999995, 57.48, 66.0, 70.66, 73.02, 77.56, 79.38, 80.4, 83.42, 84.78, 86.1, 86.8, 87.12, 88.58, 88.75999999999999, 88.4, 89.53999999999999, 90.60000000000001, 89.66, 89.52, 90.98, 90.22, 90.94, 90.06, 91.0, 90.52, 91.3, 91.06, 91.47999999999999, 97.88, 99.96000000000001, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[43.74, 68.17999999999999, 75.84, 81.34, 84.36, 87.33999999999999, 89.24, 90.38000000000001, 90.96, 92.16, 92.67999999999999, 92.62, 93.16, 93.26, 94.16, 93.7, 94.64, 94.34, 94.66, 94.67999999999999, 94.72, 94.32000000000001, 94.6, 94.67999999999999, 95.04, 95.0, 94.86, 94.84, 95.26, 94.96, 98.82, 99.94, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[45.36, 63.92, 72.66, 79.24, 83.94, 87.3, 89.82, 90.32, 91.46, 92.66, 92.66, 93.64, 93.2, 93.72, 94.19999999999999, 94.44, 94.52000000000001, 94.96, 94.94, 94.56, 94.88, 95.67999999999999, 94.92, 95.04, 95.26, 95.42, 94.6, 95.26, 95.34, 95.6, 99.03999999999999, 99.94, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[47.36, 70.7, 80.5, 86.68, 88.9, 91.46, 92.47999999999999, 93.26, 93.64, 94.54, 94.14, 95.0, 94.62, 94.67999999999999, 95.1, 95.56, 95.24000000000001, 95.28, 96.22, 95.67999999999999, 96.06, 95.08, 96.1, 95.86, 96.08, 95.74000000000001, 96.22, 96.02000000000001, 95.98, 96.48, 99.22, 99.92, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
[46.660000000000004, 68.4, 80.80000000000001, 86.06, 88.64, 90.56, 92.12, 93.10000000000001, 93.60000000000001, 94.69999999999999, 94.26, 95.08, 95.02000000000001, 95.52000000000001, 94.86, 95.96000000000001, 95.56, 95.86, 95.86, 95.74000000000001, 96.08, 96.06, 95.98, 95.98, 96.02000000000001, 95.62, 96.34, 95.46, 96.14, 96.74000000000001, 99.28, 100.0, 99.96000000000001, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]
